NMec = 98491
T = 37
P = 7
Profits ignored
Solution time = 5.249e+01
Programing Tasks = 21
Terminal Cases = 10430
Task date  Profit    P
  0   52    1        -1  
  1   46    1        -1  
  2   13    1        0   
  3   15    1        1   
  3   15    1        2   
  3   22    1        3   
  4   20    1        4   
  4   49    1        -1  
  5   50    1        -1  
  7   9     1        5   
  9   27    1        -1  
  10  24    1        -1  
  11  28    1        -1  
  11  29    1        -1  
  12  19    1        5   
  13  25    1        -1  
  14  25    1        -1  
  16  43    1        -1  
  17  28    1        -1  
  20  36    1        -1  
  21  25    1        0   
  21  29    1        -1  
  21  29    1        -1  
  21  32    1        1   
  22  34    1        2   
  22  37    1        4   
  22  41    1        -1  
  22  46    1        5   
  23  33    1        3   
  23  44    1        6   
  27  36    1        0   
  36  52    1        1   
  37  52    1        0   
  39  43    1        2   
  40  51    1        3   
  41  45    1        4   
  49  52    1        2   
End
