NMec = 98491
T = 31
P = 7
Profits ignored
Solution time = 8.448e-01
Programing Tasks = 16
Terminal Cases = 6926
Task date  Profit    P
  0   44    1        -1  
  3   21    1        0   
  3   28    1        -1  
  3   43    1        -1  
  4   37    1        -1  
  7   21    1        1   
  9   26    1        2   
  9   29    1        -1  
  10  30    1        3   
  11  13    1        4   
  13  31    1        5   
  14  25    1        4   
  18  41    1        -1  
  18  44    1        -1  
  20  44    1        -1  
  21  35    1        -1  
  22  38    1        -1  
  23  34    1        -1  
  23  38    1        -1  
  24  32    1        -1  
  25  44    1        -1  
  26  32    1        0   
  26  33    1        -1  
  26  41    1        1   
  27  33    1        2   
  27  42    1        4   
  28  39    1        6   
  32  39    1        3   
  32  41    1        5   
  33  40    1        0   
  37  39    1        2   
End
