NMec = 98491
T = 29
P = 5
Profits ignored
Solution time = 3.298e-01
Programing Tasks = 18
Terminal Cases = 127
Task date  Profit    P
  0   46    1        -1  
  1   9     1        0   
  2   14    1        1   
  5   12    1        2   
  6   25    1        -1  
  9   19    1        3   
  10  34    1        -1  
  15  38    1        -1  
  16  18    1        0   
  16  35    1        -1  
  17  25    1        1   
  17  41    1        -1  
  18  32    1        2   
  19  26    1        0   
  19  28    1        4   
  19  42    1        -1  
  20  24    1        3   
  20  41    1        -1  
  26  39    1        1   
  27  35    1        0   
  29  48    1        -1  
  30  54    1        -1  
  31  52    1        -1  
  32  37    1        3   
  35  52    1        2   
  36  54    1        0   
  37  55    1        4   
  43  56    1        1   
  47  50    1        3   
End
