NMec = 98491
T = 36
P = 3
Profits ignored
Solution time = 5.903e+00
Programing Tasks = 20
Terminal Cases = 12960
Task date  Profit    P
  0   10    1        0   
  2   117   1        -1  
  4   28    1        -1  
  7   14    1        1   
  13  108   1        -1  
  17  23    1        0   
  21  32    1        -1  
  24  45    1        0   
  26  41    1        1   
  28  38    1        2   
  28  116   1        -1  
  32  104   1        -1  
  44  50    1        1   
  45  59    1        -1  
  46  64    1        0   
  47  58    1        2   
  58  64    1        1   
  60  68    1        2   
  66  80    1        -1  
  67  71    1        0   
  71  86    1        -1  
  73  85    1        0   
  75  87    1        -1  
  75  91    1        -1  
  78  86    1        1   
  79  93    1        2   
  83  102   1        -1  
  86  94    1        0   
  87  105   1        -1  
  95  111   1        -1  
  96  109   1        -1  
  97  102   1        0   
  98  118   1        -1  
  100 113   1        1   
  101 104   1        2   
  103 108   1        0   
End
