NMec = 98491
T = 30
P = 7
Profits ignored
Solution time = 1.669e+00
Programing Tasks = 20
Terminal Cases = 72
Task date  Profit    P
  2   21    1        -1  
  3   14    1        0   
  5   41    1        -1  
  6   14    1        1   
  6   18    1        2   
  6   25    1        -1  
  7   19    1        -1  
  8   22    1        -1  
  10  15    1        3   
  10  17    1        4   
  11  29    1        -1  
  13  25    1        -1  
  14  19    1        5   
  14  27    1        6   
  15  21    1        0   
  15  29    1        -1  
  16  36    1        -1  
  18  20    1        1   
  18  36    1        -1  
  19  21    1        2   
  19  24    1        3   
  19  32    1        4   
  21  34    1        1   
  22  36    1        0   
  24  28    1        2   
  24  35    1        5   
  28  41    1        3   
  28  42    1        6   
  30  32    1        2   
  38  41    1        0   
End
