NMec = 98491
T = 32
P = 5
Profits ignored
Solution time = 2.258e+00
Programing Tasks = 20
Terminal Cases = 272
Task date  Profit    P
  0   50    1        -1  
  1   11    1        0   
  3   11    1        1   
  4   18    1        2   
  5   13    1        3   
  7   30    1        -1  
  9   22    1        4   
  9   31    1        -1  
  13  25    1        0   
  17  23    1        1   
  20  38    1        -1  
  21  35    1        2   
  22  33    1        3   
  22  39    1        -1  
  23  28    1        4   
  23  39    1        -1  
  24  37    1        -1  
  28  42    1        -1  
  28  50    1        -1  
  31  42    1        -1  
  33  47    1        -1  
  34  48    1        -1  
  35  41    1        0   
  35  42    1        1   
  36  45    1        2   
  36  51    1        3   
  37  45    1        4   
  45  56    1        0   
  45  58    1        1   
  47  57    1        2   
  51  58    1        4   
  55  63    1        3   
End
