NMec = 98491
T = 29
P = 8
Profits ignored
Solution time = 2.624e+00
Programing Tasks = 23
Terminal Cases = 30
Task date  Profit    P
  0   6     1        0   
  0   14    1        -1  
  0   32    1        -1  
  1   12    1        1   
  3   21    1        -1  
  4   17    1        2   
  4   19    1        3   
  7   14    1        0   
  7   18    1        4   
  8   34    1        -1  
  9   19    1        5   
  10  13    1        6   
  11  19    1        7   
  11  26    1        -1  
  11  35    1        -1  
  13  22    1        1   
  15  16    1        0   
  16  17    1        6   
  17  18    1        0   
  18  22    1        2   
  18  31    1        6   
  19  28    1        0   
  20  22    1        3   
  20  31    1        4   
  21  29    1        5   
  22  31    1        7   
  23  32    1        1   
  24  36    1        2   
  25  32    1        3   
End
