NMec = 98491
T = 34
P = 8
Profits ignored
Solution time = 3.867e+01
Programing Tasks = 23
Terminal Cases = 4972
Task date  Profit    P
  0   4     1        0   
  3   16    1        -1  
  6   28    1        -1  
  6   30    1        -1  
  7   14    1        0   
  7   15    1        1   
  7   21    1        -1  
  7   23    1        -1  
  8   12    1        2   
  8   26    1        -1  
  9   17    1        -1  
  10  17    1        3   
  11  17    1        4   
  11  20    1        -1  
  12  25    1        -1  
  12  41    1        -1  
  13  20    1        2   
  13  28    1        -1  
  14  26    1        5   
  14  33    1        6   
  15  22    1        0   
  15  24    1        7   
  16  20    1        1   
  18  24    1        3   
  18  25    1        4   
  22  30    1        1   
  22  39    1        2   
  24  38    1        0   
  25  42    1        3   
  26  41    1        4   
  28  30    1        5   
  31  37    1        1   
  34  37    1        5   
  36  40    1        6   
End
