NMec = 98491
T = 32
P = 2
Profits ignored
Solution time = 1.490e-01
Programing Tasks = 16
Terminal Cases = 504
Task date  Profit    P
  0   3     1        0   
  0   102   1        1   
  5   24    1        0   
  6   18    1        -1  
  7   111   1        -1  
  11  14    1        -1  
  12  18    1        -1  
  12  29    1        -1  
  16  26    1        -1  
  20  30    1        -1  
  21  85    1        -1  
  34  43    1        0   
  34  152   1        -1  
  35  55    1        -1  
  37  55    1        -1  
  43  62    1        -1  
  49  74    1        0   
  52  73    1        -1  
  69  154   1        -1  
  82  87    1        0   
  89  99    1        0   
  94  110   1        -1  
  98  102   1        -1  
  101 119   1        0   
  104 117   1        1   
  110 125   1        -1  
  112 124   1        -1  
  123 135   1        0   
  125 141   1        1   
  131 145   1        -1  
  136 147   1        0   
  138 147   1        -1  
End
