NMec = 98491
T = 36
P = 5
Profits ignored
Solution time = 3.064e+01
Programing Tasks = 22
Terminal Cases = 4289
Task date  Profit    P
  1   14    1        0   
  6   19    1        -1  
  8   14    1        1   
  10  24    1        -1  
  12  29    1        2   
  13  34    1        -1  
  14  33    1        -1  
  16  30    1        0   
  16  30    1        1   
  17  37    1        -1  
  18  46    1        -1  
  19  25    1        3   
  19  34    1        4   
  22  38    1        -1  
  25  46    1        -1  
  26  40    1        -1  
  27  42    1        -1  
  28  55    1        -1  
  28  66    1        -1  
  29  41    1        3   
  31  37    1        0   
  31  46    1        1   
  32  43    1        2   
  35  43    1        4   
  36  51    1        -1  
  40  48    1        0   
  41  53    1        -1  
  46  54    1        2   
  47  52    1        1   
  47  54    1        3   
  50  66    1        0   
  51  70    1        4   
  53  58    1        1   
  56  64    1        2   
  58  70    1        3   
  59  62    1        1   
End
