NMec = 98491
T = 32
P = 6
Profits ignored
Solution time = 3.890e+00
Programing Tasks = 20
Terminal Cases = 4662
Task date  Profit    P
  0   22    1        -1  
  1   14    1        -1  
  1   20    1        -1  
  2   23    1        0   
  3   21    1        1   
  5   24    1        2   
  6   10    1        3   
  6   12    1        4   
  6   28    1        -1  
  7   19    1        5   
  7   49    1        -1  
  7   52    1        -1  
  9   28    1        -1  
  11  19    1        3   
  15  27    1        -1  
  15  29    1        -1  
  15  38    1        -1  
  18  31    1        4   
  23  26    1        1   
  23  39    1        -1  
  23  43    1        -1  
  24  35    1        0   
  24  50    1        3   
  25  45    1        2   
  26  48    1        5   
  29  40    1        1   
  35  42    1        4   
  40  45    1        0   
  42  49    1        1   
  44  48    1        4   
  47  51    1        0   
  47  52    1        2   
End
