NMec = 98491
T = 32
P = 8
Profits ignored
Solution time = 6.648e+00
Programing Tasks = 21
Terminal Cases = 700
Task date  Profit    P
  0   8     1        0   
  0   19    1        -1  
  1   15    1        1   
  1   27    1        -1  
  2   7     1        2   
  2   37    1        -1  
  3   19    1        -1  
  3   20    1        -1  
  4   14    1        3   
  6   13    1        4   
  6   18    1        -1  
  6   23    1        5   
  6   25    1        -1  
  6   32    1        -1  
  7   19    1        6   
  10  18    1        0   
  11  24    1        2   
  12  20    1        7   
  13  33    1        -1  
  14  28    1        -1  
  15  38    1        -1  
  16  25    1        1   
  17  25    1        3   
  17  33    1        4   
  20  28    1        0   
  20  34    1        6   
  21  28    1        7   
  24  29    1        5   
  25  33    1        2   
  30  31    1        0   
  33  37    1        0   
  35  39    1        1   
End
