NMec = 98491
T = 33
P = 6
Profits ignored
Solution time = 5.216e+00
Programing Tasks = 19
Terminal Cases = 2591
Task date  Profit    P
  0   53    1        -1  
  1   6     1        0   
  3   13    1        1   
  3   53    1        -1  
  4   29    1        -1  
  4   39    1        -1  
  7   21    1        -1  
  9   29    1        -1  
  10  18    1        0   
  10  24    1        -1  
  11  19    1        -1  
  11  20    1        2   
  11  24    1        3   
  11  45    1        -1  
  12  33    1        -1  
  13  17    1        4   
  17  40    1        1   
  18  34    1        4   
  18  40    1        5   
  19  29    1        0   
  24  42    1        2   
  27  35    1        3   
  27  50    1        -1  
  29  46    1        -1  
  30  39    1        0   
  34  48    1        -1  
  36  48    1        -1  
  37  45    1        3   
  39  50    1        4   
  41  46    1        0   
  43  46    1        1   
  44  48    1        2   
  45  54    1        5   
End
