NMec = 98629
T = 39
P = 1
Profits not ignored
Solution time = 3.013e-01
Best Profit = 42340
Terminal Cases = 22164920
Task date  Profit    P
  6   10    386      0   
  6   22    1284     -1  
  10  19    1550     -1  
  10  32    2815     -1  
  15  29    3535     0   
  26  32    1456     -1  
  30  46    1381     0   
  42  68    2726     -1  
  44  45    369      -1  
  46  304   32498    -1  
  53  57    385      0   
  53  80    2678     -1  
  64  78    1247     0   
  65  82    1494     -1  
  70  98    5968     -1  
  91  111   2998     0   
  128 135   1659     0   
  129 141   1038     -1  
  171 196   4477     0   
  172 176   787      -1  
  181 209   3782     -1  
  187 213   6966     -1  
  194 213   4258     -1  
  206 223   4264     0   
  208 222   3409     -1  
  217 236   1886     -1  
  245 255   1474     0   
  254 275   2120     -1  
  256 261   990      0   
  260 284   1687     -1  
  266 277   2053     0   
  277 289   1229     -1  
  293 303   1111     0   
  314 332   3277     0   
  331 337   1569     -1  
  331 340   2725     -1  
  357 370   1148     0   
  365 384   1650     -1  
  372 382   1127     0   
End
