NMec = 98629
T = 37
P = 8
Profits not ignored
Solution time = 2.593e+02
Best Profit = 49143
Terminal Cases = 20742919000
Task date  Profit    P
  0   19    2037     0   
  0   37    6226     1   
  1   9     841      2   
  2   11    2434     3   
  3   24    1765     4   
  4   11    1268     5   
  4   15    1530     6   
  5   17    1696     7   
  5   32    5157     -1  
  6   24    2680     -1  
  8   32    3725     -1  
  11  22    1672     2   
  11  24    2286     -1  
  11  42    7281     -1  
  12  18    889      3   
  12  20    1949     5   
  12  23    1922     -1  
  12  24    2204     -1  
  12  24    1089     -1  
  13  29    4522     -1  
  14  32    4581     -1  
  16  23    928      6   
  18  37    2199     7   
  21  35    3406     0   
  24  33    2348     2   
  24  41    2354     3   
  25  28    305      4   
  25  31    1350     5   
  26  37    1144     6   
  26  37    1234     -1  
  27  38    975      -1  
  27  43    2029     -1  
  28  36    902      -1  
  28  37    1353     -1  
  28  46    2038     -1  
  34  45    1080     2   
  41  45    780      0   
End
