NMec = 98629
T = 22
P = 5
Profits not ignored
Solution time = 1.247e-02
Best Profit = 30960
Terminal Cases = 1240428
Task date  Profit    P
  0   18    2736     0   
  1   9     1512     1   
  1   28    3195     2   
  2   23    4041     3   
  3   5     263      4   
  3   12    1226     -1  
  3   40    8191     -1  
  4   22    2011     -1  
  8   32    2291     4   
  13  30    2674     1   
  14  16    226      -1  
  15  24    1117     -1  
  15  29    2596     -1  
  15  39    3094     -1  
  20  40    2019     0   
  23  35    1724     -1  
  26  37    1654     3   
  27  29    325      -1  
  28  32    1086     -1  
  31  37    980      1   
  31  42    2401     2   
  39  43    930      1   
End
