NMec = 98629
T = 29
P = 7
Profits not ignored
Solution time = 4.481e-01
Best Profit = 42287
Terminal Cases = 31855743
Task date  Profit    P
  1   12    2422     0   
  2   10    1210     1   
  3   18    2749     2   
  4   10    1116     3   
  4   18    3566     4   
  4   18    2863     5   
  5   13    989      6   
  5   16    1733     -1  
  5   32    5384     -1  
  6   23    2873     -1  
  6   31    6958     -1  
  6   39    2189     -1  
  7   25    1919     -1  
  7   41    8843     -1  
  8   20    1276     -1  
  8   26    2789     -1  
  9   21    1264     -1  
  9   25    2346     -1  
  10  27    1121     -1  
  11  22    2958     1   
  12  25    1940     3   
  17  27    1274     0   
  17  32    2499     6   
  18  35    1934     -1  
  19  29    1481     2   
  19  38    3217     4   
  21  40    1425     5   
  22  27    576      -1  
  23  30    886      1   
End
