NMec = 98629
T = 36
P = 6
Profits not ignored
Solution time = 8.424e+01
Best Profit = 50414
Terminal Cases = 7047182644
Task date  Profit    P
  0   10    1666     0   
  0   15    2244     1   
  1   24    3888     2   
  2   16    2703     3   
  3   18    2603     4   
  5   14    2431     5   
  5   29    2172     -1  
  8   9     191      -1  
  8   19    1253     -1  
  9   22    1490     -1  
  11  27    1452     0   
  12  21    2777     -1  
  13  31    1978     -1  
  14  34    3969     -1  
  14  40    3113     -1  
  15  57    7676     5   
  18  27    1159     1   
  20  28    1960     3   
  20  32    1855     4   
  20  42    3204     -1  
  22  42    2319     -1  
  22  43    1439     -1  
  24  47    1475     -1  
  27  38    1677     2   
  31  35    1111     0   
  31  44    3259     1   
  32  42    968      3   
  33  48    2793     4   
  34  43    1936     -1  
  34  56    3738     -1  
  36  51    2428     0   
  37  55    2324     -1  
  46  56    1410     1   
  48  55    1282     2   
  49  54    480      3   
  54  59    632      0   
End
