NMec = 98629
T = 14
P = 4
Profits not ignored
Solution time = 6.361e-05
Best Profit = 14387
Terminal Cases = 3233
Task date  Profit    P
  0   22    2268     0   
  1   14    1717     1   
  2   19    2479     2   
  3   24    3515     3   
  4   14    1261     -1  
  9   18    2182     -1  
  9   19    2724     -1  
  9   21    1663     -1  
  10  22    1456     -1  
  14  19    701      -1  
  14  20    890      -1  
  16  21    973      1   
  17  30    2512     -1  
  22  31    1440     1   
End
