NMec = 98629
T = 39
P = 7
Profits not ignored
Solution time = 1.951e+03
Best Profit = 62822
Terminal Cases = 146760713910
Task date  Profit    P
  2   13    1112     0   
  2   18    2743     1   
  2   18    4091     2   
  5   9     1084     3   
  5   17    2149     4   
  5   18    1902     5   
  5   31    2194     6   
  6   13    1316     -1  
  7   54    12838    -1  
  8   31    6222     -1  
  10  27    2605     3   
  12  13    310      -1  
  12  22    1696     -1  
  14  23    1937     0   
  18  24    932      4   
  19  35    1589     1   
  23  38    2210     2   
  23  42    5536     5   
  24  26    238      0   
  26  33    1836     4   
  26  40    1769     -1  
  27  33    688      0   
  27  36    1109     -1  
  27  37    1540     -1  
  28  45    2426     3   
  29  35    1202     -1  
  29  40    1320     -1  
  30  35    1281     -1  
  32  49    1984     6   
  33  36    1082     -1  
  34  47    2963     0   
  34  53    2695     4   
  39  53    3291     1   
  41  48    784      2   
  42  46    781      -1  
  42  49    665      -1  
  43  49    1009     5   
  44  53    2527     -1  
  44  53    1413     -1  
End
