NMec = 98629
T = 18
P = 8
Profits not ignored
Solution time = 1.784e-03
Best Profit = 24379
Terminal Cases = 156722
Task date  Profit    P
  0   29    5024     0   
  1   3     305      1   
  1   23    3243     2   
  2   21    4238     3   
  4   25    2554     1   
  5   17    1769     4   
  6   22    1371     5   
  7   19    2293     6   
  8   18    1088     7   
  9   25    1294     -1  
  10  18    1096     -1  
  11  17    1037     -1  
  11  27    1817     -1  
  12  28    2819     -1  
  13  20    1509     -1  
  14  18    434      -1  
  14  22    1604     -1  
  20  21    317      4   
End
