NMec = 98629
T = 36
P = 4
Profits not ignored
Solution time = 1.672e+01
Best Profit = 48131
Terminal Cases = 1813787344
Task date  Profit    P
  2   87    15284    0   
  4   10    1766     1   
  7   31    3063     2   
  16  35    2572     1   
  18  27    1756     3   
  19  27    973      -1  
  19  39    3251     -1  
  21  25    966      -1  
  24  25    402      -1  
  24  36    2296     -1  
  24  72    5679     -1  
  27  46    3378     -1  
  29  53    4420     3   
  30  38    837      -1  
  32  73    3155     2   
  33  43    1103     -1  
  35  38    253      -1  
  39  46    1433     1   
  46  70    1573     -1  
  48  55    1414     1   
  48  56    501      -1  
  48  68    2890     -1  
  49  62    2235     -1  
  58  60    355      1   
  59  74    1710     3   
  63  86    5443     1   
  67  75    1501     -1  
  67  80    1921     -1  
  67  88    2869     -1  
  68  74    748      -1  
  69  83    1827     -1  
  70  71    353      -1  
  71  79    1355     -1  
  72  76    450      -1  
  76  85    771      2   
  83  87    665      3   
End
