NMec = 98629
T = 23
P = 8
Profits not ignored
Solution time = 4.214e-02
Best Profit = 35269
Terminal Cases = 4341444
Task date  Profit    P
  1   11    1701     0   
  1   12    1422     1   
  1   16    1937     2   
  1   22    4296     3   
  2   13    1353     4   
  2   23    6109     5   
  3   26    3332     6   
  4   18    2820     7   
  5   16    969      -1  
  6   7     523      -1  
  6   27    2648     -1  
  6   28    4033     -1  
  7   23    3814     -1  
  8   14    1078     -1  
  8   21    981      -1  
  9   20    1502     -1  
  11  23    896      -1  
  13  21    1177     0   
  15  27    2872     1   
  16  19    440      4   
  17  27    1249     2   
  21  28    1495     4   
  23  29    1611     0   
End
