NMec = 98629
T = 34
P = 5
Profits not ignored
Solution time = 8.137e+00
Best Profit = 51791
Terminal Cases = 964183541
Task date  Profit    P
  2   66    14892    0   
  6   22    2836     1   
  6   23    4860     2   
  8   61    3786     3   
  9   17    1690     4   
  10  34    3618     -1  
  13  22    1072     -1  
  15  21    474      -1  
  16  26    2185     -1  
  16  35    3440     -1  
  20  25    368      4   
  20  41    2846     -1  
  21  29    2215     -1  
  25  49    3198     1   
  30  36    1035     2   
  30  39    1103     4   
  30  40    1960     -1  
  30  44    3017     -1  
  31  38    895      -1  
  33  44    2353     -1  
  35  42    1449     -1  
  35  47    2811     -1  
  35  48    2714     -1  
  37  53    3975     2   
  41  46    690      4   
  41  50    2630     -1  
  41  57    2265     -1  
  44  48    393      -1  
  44  51    560      -1  
  48  61    1812     4   
  50  63    2569     1   
  52  56    327      -1  
  57  66    636      2   
  58  65    727      -1  
End
