NMec = 98629
T = 34
P = 3
Profits not ignored
Solution time = 1.547e+00
Best Profit = 50680
Terminal Cases = 178467566
Task date  Profit    P
  1   17    4200     0   
  3   16    1514     1   
  4   103   14205    2   
  8   16    903      -1  
  8   111   10320    -1  
  10  33    3010     -1  
  10  60    9969     -1  
  13  26    1664     -1  
  14  22    1729     -1  
  17  64    5335     1   
  20  28    2523     0   
  26  36    1983     -1  
  26  40    1669     -1  
  32  49    2013     0   
  33  45    1535     -1  
  38  53    2247     -1  
  39  55    3677     -1  
  45  58    901      -1  
  46  58    1836     -1  
  48  68    5942     -1  
  49  68    1698     -1  
  55  63    1641     0   
  59  80    2331     -1  
  61  64    449      -1  
  65  69    616      0   
  66  111   4205     1   
  68  78    1898     -1  
  69  93    4557     -1  
  78  92    1204     0   
  90  91    294      -1  
  95  112   2774     0   
  96  102   741      -1  
  96  107   1840     -1  
  102 113   2334     -1  
End
