NMec = 98629
T = 15
P = 7
Profits not ignored
Solution time = 3.805e-04
Best Profit = 23343
Terminal Cases = 29852
Task date  Profit    P
  1   26    4460     0   
  2   8     1467     1   
  3   20    1386     2   
  4   11    822      3   
  4   13    2029     4   
  4   25    2354     5   
  4   29    2084     6   
  8   12    381      -1  
  8   24    1510     -1  
  11  25    2565     1   
  13  22    1270     3   
  16  28    3169     4   
  17  29    2697     -1  
  20  24    1315     -1  
  21  22    213      2   
End
