NMec = 98629
T = 30
P = 6
Profits not ignored
Solution time = 1.007e+00
Best Profit = 43630
Terminal Cases = 118027710
Task date  Profit    P
  0   5     1325     0   
  0   20    3060     1   
  1   24    3515     2   
  3   21    1716     3   
  3   41    5563     4   
  4   18    1852     5   
  4   36    8106     -1  
  7   13    1389     0   
  9   19    1375     -1  
  10  22    1525     -1  
  12  31    3014     -1  
  12  32    3388     -1  
  14  23    787      0   
  14  23    1477     -1  
  16  26    3007     -1  
  18  24    919      -1  
  18  32    1585     -1  
  19  28    1911     5   
  20  44    5392     -1  
  21  35    1960     1   
  24  44    4510     0   
  25  36    1891     2   
  26  44    2624     3   
  26  46    2109     -1  
  29  44    2457     5   
  31  47    1533     -1  
  33  40    1556     -1  
  34  39    687      -1  
  34  48    2444     -1  
  45  48    561      0   
End
