NMec = 98629
T = 14
P = 3
Profits not ignored
Solution time = 5.161e-05
Best Profit = 17314
Terminal Cases = 4630
Task date  Profit    P
  0   11    2712     0   
  2   16    1453     1   
  4   19    3577     2   
  6   20    2404     -1  
  8   14    901      -1  
  10  23    1769     -1  
  16  31    2978     0   
  16  43    3896     -1  
  19  39    3470     1   
  26  38    1979     2   
  27  33    621      -1  
  27  35    600      -1  
  28  38    2042     -1  
  43  44    164      0   
End
