NMec = 98629
T = 25
P = 6
Profits not ignored
Solution time = 5.440e-02
Best Profit = 32639
Terminal Cases = 6469824
Task date  Profit    P
  1   10    2064     0   
  2   9     917      1   
  2   22    2234     2   
  4   11    631      3   
  4   19    1737     4   
  5   19    1371     5   
  5   30    3363     -1  
  6   14    1547     -1  
  6   19    1817     -1  
  6   23    2644     -1  
  7   30    5680     -1  
  9   25    2904     -1  
  9   29    1729     -1  
  10  36    4858     1   
  11  17    968      0   
  12  22    1108     3   
  13  28    2268     -1  
  14  21    1569     -1  
  16  27    2868     -1  
  18  38    2005     0   
  24  30    911      2   
  26  38    1575     3   
  30  41    1315     4   
  34  37    856      2   
  34  41    1527     5   
End
