NMec = 98629
T = 32
P = 5
Profits not ignored
Solution time = 1.076e+01
Best Profit = 37858
Terminal Cases = 1264714858
Task date  Profit    P
  0   61    8104     0   
  3   11    782      1   
  5   15    1487     2   
  9   21    3331     3   
  9   27    1995     4   
  10  18    544      -1  
  13  17    1322     1   
  14  24    1903     -1  
  15  20    456      -1  
  19  23    724      1   
  19  25    1478     2   
  22  32    1056     3   
  22  37    1490     -1  
  27  37    990      1   
  28  58    4546     2   
  29  36    1011     4   
  31  34    844      -1  
  31  37    781      -1  
  31  42    1111     -1  
  35  61    5023     3   
  36  44    547      -1  
  36  53    1476     -1  
  36  59    1876     -1  
  37  38    350      4   
  40  44    839      1   
  40  52    1461     4   
  44  50    736      -1  
  48  60    1455     1   
  51  61    1909     -1  
  52  53    276      -1  
  58  60    268      4   
  59  63    432      2   
End
