NMec = 98629
T = 28
P = 6
Profits not ignored
Solution time = 4.664e-01
Best Profit = 42460
Terminal Cases = 37027617
Task date  Profit    P
  0   8     1014     0   
  0   20    3320     1   
  1   7     1060     2   
  3   14    1401     3   
  5   15    1014     4   
  6   37    3229     5   
  7   14    1355     -1  
  9   16    1953     0   
  10  36    2709     2   
  12  19    1017     -1  
  16  24    1478     3   
  16  34    2755     4   
  16  44    7392     -1  
  19  33    1923     0   
  20  44    6758     -1  
  21  29    1931     1   
  21  34    3239     -1  
  23  44    2253     -1  
  26  30    1246     3   
  26  44    1602     -1  
  28  37    1486     -1  
  28  38    2534     -1  
  28  39    1793     -1  
  28  43    1777     -1  
  29  44    3741     -1  
  30  44    2356     1   
  31  46    2185     3   
  34  40    1028     0   
End
