NMec = 98629
T = 24
P = 4
Profits not ignored
Solution time = 4.111e-02
Best Profit = 32642
Terminal Cases = 3843966
Task date  Profit    P
  0   56    4131     0   
  1   28    7278     1   
  2   11    2538     2   
  5   19    2023     3   
  10  20    1150     -1  
  12  20    2122     2   
  17  21    603      -1  
  17  32    1401     -1  
  22  46    4247     2   
  25  33    1341     3   
  26  29    823      -1  
  26  30    722      -1  
  26  49    2767     -1  
  29  36    822      1   
  29  41    2109     -1  
  31  38    552      -1  
  34  48    1446     3   
  37  43    1329     1   
  39  52    1259     -1  
  41  53    906      -1  
  42  58    2755     -1  
  46  52    768      1   
  50  57    930      2   
  50  59    1285     3   
End
