NMec = 98629
T = 35
P = 7
Profits not ignored
Solution time = 1.079e+01
Best Profit = 55394
Terminal Cases = 1065765038
Task date  Profit    P
  0   49    10536    0   
  2   13    2093     1   
  3   16    2234     2   
  4   19    3857     3   
  4   47    6217     4   
  6   13    1164     5   
  6   20    2865     6   
  9   31    2774     -1  
  11  34    4075     -1  
  12  25    1940     -1  
  13  23    1119     -1  
  13  29    1258     -1  
  13  34    5316     -1  
  14  25    1342     1   
  14  31    3199     5   
  14  49    4915     -1  
  17  37    4833     2   
  19  35    2215     -1  
  20  34    2918     3   
  22  38    4066     6   
  23  25    257      -1  
  23  39    2881     -1  
  23  45    2232     -1  
  24  41    4309     -1  
  25  33    1411     -1  
  26  32    785      1   
  28  42    1928     -1  
  29  40    1917     -1  
  29  43    2940     -1  
  29  44    2121     -1  
  29  45    1977     -1  
  32  40    658      5   
  32  47    2618     -1  
  33  48    3736     1   
  40  47    1370     2   
End
