NMec = 98629
T = 19
P = 1
Profits not ignored
Solution time = 4.668e-05
Best Profit = 23835
Terminal Cases = 3334
Task date  Profit    P
  9   176   18322    0   
  13  23    2273     -1  
  17  154   11930    -1  
  22  31    1337     -1  
  34  48    1813     -1  
  37  52    2227     -1  
  48  62    2628     -1  
  63  69    1411     -1  
  68  160   17275    -1  
  78  90    2937     -1  
  80  89    711      -1  
  109 125   2735     -1  
  111 127   2213     -1  
  138 163   4054     -1  
  157 180   2100     -1  
  168 171   355      -1  
  170 181   1269     -1  
  176 188   1304     -1  
  178 183   809      0   
End
