NMec = 98629
T = 34
P = 1
Profits not ignored
Solution time = 3.091e-02
Best Profit = 50490
Terminal Cases = 3603673
Task date  Profit    P
  5   23    3404     0   
  8   17    2143     -1  
  22  28    623      -1  
  24  315   32445    0   
  29  41    1411     -1  
  30  42    1954     -1  
  31  50    5679     -1  
  39  48    1914     -1  
  39  50    853      -1  
  41  49    1059     -1  
  59  311   40423    -1  
  66  83    2670     -1  
  73  84    1743     -1  
  74  91    2316     -1  
  75  80    1058     -1  
  112 123   1374     -1  
  133 150   1255     -1  
  135 145   1158     -1  
  142 158   3127     -1  
  143 162   2717     -1  
  160 167   1074     -1  
  160 177   2106     -1  
  191 195   582      -1  
  216 235   2453     -1  
  216 237   3246     -1  
  243 253   1377     -1  
  247 249   539      -1  
  253 275   5072     -1  
  264 274   1192     -1  
  270 274   863      -1  
  286 293   1026     -1  
  294 304   2006     -1  
  294 310   1936     -1  
  315 324   984      -1  
End
