NMec = 98629
T = 36
P = 1
Profits not ignored
Solution time = 1.231e-01
Best Profit = 102822
Terminal Cases = 11244962
Task date  Profit    P
  8   18    2010     0   
  8   353   102822   -1  
  9   346   37556    -1  
  23  41    3036     0   
  26  29    886      -1  
  26  33    1367     -1  
  30  232   22685    -1  
  52  60    1543     0   
  58  73    4040     -1  
  71  84    2890     0   
  81  248   16545    -1  
  95  102   1722     0   
  103 119   1844     0   
  107 114   1170     -1  
  122 130   791      0   
  135 148   1040     0   
  145 156   1160     -1  
  155 291   19337    0   
  159 172   1798     -1  
  171 189   4264     -1  
  223 237   2715     -1  
  227 242   2122     -1  
  228 233   724      -1  
  247 258   1254     -1  
  252 257   707      -1  
  260 283   2235     -1  
  263 271   732      -1  
  267 282   2518     -1  
  281 290   2429     -1  
  292 301   1579     0   
  298 306   1251     -1  
  310 331   2663     0   
  312 316   571      -1  
  316 324   1066     -1  
  336 350   2030     0   
  336 351   1842     -1  
End
