NMec = 98629
T = 35
P = 8
Profits not ignored
Solution time = 3.136e+01
Best Profit = 44907
Terminal Cases = 3940095408
Task date  Profit    P
  0   18    2184     0   
  1   8     1587     1   
  2   10    1358     2   
  3   14    2606     3   
  4   7     948      4   
  4   29    4883     5   
  5   9     872      6   
  5   12    758      7   
  5   24    2426     -1  
  7   25    3828     -1  
  7   29    2568     -1  
  7   32    3307     -1  
  8   20    2655     4   
  8   22    1952     -1  
  8   26    1911     -1  
  10  14    399      1   
  10  21    1214     6   
  10  34    2843     -1  
  10  40    3685     -1  
  12  22    2607     2   
  13  34    5960     7   
  13  38    2164     -1  
  15  37    2268     1   
  16  31    1681     3   
  17  33    2395     -1  
  17  35    3336     -1  
  17  42    4168     -1  
  20  23    265      0   
  20  29    1453     -1  
  21  35    1282     4   
  22  26    909      6   
  26  28    462      0   
  29  37    1205     0   
  30  43    1683     2   
  38  40    353      0   
End
