NMec = 98629
T = 30
P = 4
Profits not ignored
Solution time = 2.168e-01
Best Profit = 42512
Terminal Cases = 27087708
Task date  Profit    P
  0   13    1604     0   
  1   2     317      1   
  4   46    4486     1   
  6   20    3997     2   
  8   13    1285     3   
  9   24    4049     -1  
  9   26    3206     -1  
  9   33    2830     -1  
  12  24    3340     -1  
  13  24    1178     -1  
  13  39    4329     -1  
  14  29    1251     0   
  14  69    9888     3   
  16  38    3760     -1  
  20  27    1677     -1  
  20  38    2454     -1  
  22  26    625      2   
  22  46    1769     -1  
  27  35    2285     2   
  30  40    1002     0   
  31  50    3456     -1  
  32  48    1442     -1  
  32  50    4490     -1  
  35  57    2511     -1  
  43  57    2502     0   
  45  49    467      2   
  49  66    3923     1   
  50  64    1625     2   
  54  60    1401     -1  
  62  72    2386     0   
End
