NMec = 98629
T = 14
P = 8
Profits not ignored
Solution time = 1.750e-04
Best Profit = 27744
Terminal Cases = 15776
Task date  Profit    P
  0   29    6433     0   
  1   5     670      1   
  1   14    2108     2   
  2   15    1338     3   
  3   11    1447     4   
  6   18    1476     1   
  6   18    1360     5   
  8   21    3190     6   
  10  23    1603     7   
  10  24    4017     -1  
  10  24    1160     -1  
  13  28    2824     4   
  14  29    2985     -1  
  18  25    991      2   
End
