NMec = 98629
T = 21
P = 8
Profits not ignored
Solution time = 1.680e-02
Best Profit = 28235
Terminal Cases = 1763698
Task date  Profit    P
  0   16    1674     0   
  0   26    3350     1   
  2   8     1128     2   
  4   16    1051     3   
  4   22    3107     4   
  5   23    1918     5   
  6   12    573      6   
  6   21    2558     7   
  7   13    1286     -1  
  7   21    3329     -1  
  7   21    991      -1  
  8   15    780      -1  
  10  12    752      2   
  10  21    1798     -1  
  14  26    2054     2   
  19  24    569      0   
  19  26    810      3   
  20  29    805      6   
  22  27    1372     7   
  22  29    1911     -1  
  23  29    1940     4   
End
