NMec = 98629
T = 28
P = 5
Profits not ignored
Solution time = 9.575e-02
Best Profit = 35877
Terminal Cases = 11443837
Task date  Profit    P
  0   41    5777     0   
  2   28    2785     1   
  5   13    967      2   
  5   23    4578     3   
  8   27    4106     4   
  8   29    3536     -1  
  9   25    3669     -1  
  9   28    2284     -1  
  10  19    1882     -1  
  11  20    1824     -1  
  11  20    515      -1  
  18  32    1302     2   
  18  37    2915     -1  
  19  28    799      -1  
  21  33    3067     -1  
  21  37    2281     -1  
  21  45    2164     -1  
  22  32    2251     -1  
  22  35    2660     -1  
  25  36    2051     3   
  26  39    2383     -1  
  28  45    2616     4   
  31  39    936      1   
  31  53    3061     -1  
  32  52    4052     -1  
  38  39    272      2   
  38  49    1266     3   
  42  55    1165     0   
End
