NMec = 98629
T = 38
P = 2
Profits not ignored
Solution time = 2.375e+01
Best Profit = 53592
Terminal Cases = 1606891776
Task date  Profit    P
  2   6     810      0   
  2   23    2546     1   
  18  28    1109     0   
  28  173   24918    1   
  31  44    3343     0   
  33  47    2119     -1  
  40  53    2227     -1  
  41  59    3880     -1  
  43  110   4182     -1  
  46  49    608      0   
  55  64    2187     0   
  57  61    450      -1  
  71  73    575      0   
  75  85    1642     0   
  86  95    1601     0   
  87  99    1073     -1  
  90  104   2485     -1  
  91  94    589      -1  
  91  106   1406     -1  
  95  100   747      -1  
  97  104   445      0   
  106 125   2957     0   
  120 125   691      -1  
  124 141   2002     -1  
  128 144   1481     0   
  131 143   1524     -1  
  133 142   830      -1  
  134 141   2137     -1  
  136 151   1632     -1  
  149 164   1506     0   
  150 163   3429     -1  
  151 153   811      -1  
  160 179   3324     -1  
  167 168   231      0   
  169 186   1320     0   
  171 186   3620     -1  
  173 182   1660     -1  
  179 187   995      1   
End
