NMec = 98629
T = 35
P = 3
Profits not ignored
Solution time = 4.461e+00
Best Profit = 66476
Terminal Cases = 417501814
Task date  Profit    P
  1   47    9014     0   
  1   112   26956    1   
  5   10    1264     2   
  5   69    8103     -1  
  11  26    4258     2   
  12  28    3545     -1  
  15  101   8797     -1  
  16  26    1523     -1  
  16  30    1835     -1  
  18  22    820      -1  
  28  34    1891     2   
  29  30    467      -1  
  30  39    1515     -1  
  33  46    955      -1  
  37  106   12793    2   
  42  50    488      -1  
  52  60    1872     0   
  60  78    1635     -1  
  63  76    1440     0   
  64  70    1009     -1  
  65  80    3563     -1  
  67  79    1235     -1  
  71  81    2073     -1  
  73  91    1615     -1  
  75  92    3997     -1  
  86  91    1206     0   
  89  101   1085     -1  
  92  100   1628     0   
  92  111   2605     -1  
  93  95    745      -1  
  95  103   1296     -1  
  96  110   2677     -1  
  96  113   2296     -1  
  97  105   1801     -1  
  104 113   1468     0   
End
