NMec = 98629
T = 15
P = 1
Profits not ignored
Solution time = 5.244e-06
Best Profit = 14627
Terminal Cases = 236
Task date  Profit    P
  10  141   12966    0   
  37  53    3665     -1  
  39  52    1845     -1  
  45  62    3217     -1  
  46  58    3522     -1  
  49  59    1860     -1  
  61  71    2088     -1  
  65  81    1513     -1  
  69  82    1870     -1  
  71  93    2499     -1  
  81  94    1528     -1  
  84  105   2956     -1  
  86  104   2116     -1  
  105 122   2873     -1  
  120 142   5918     -1  
End
