NMec = 98629
T = 38
P = 4
Profits not ignored
Solution time = 4.736e+01
Best Profit = 56725
Terminal Cases = 3658829447
Task date  Profit    P
  0   88    14587    0   
  6   14    1168     1   
  8   18    885      2   
  11  31    4161     3   
  11  79    11553    -1  
  13  39    7155     -1  
  15  27    1393     1   
  15  34    4289     -1  
  18  27    1647     -1  
  19  29    1545     2   
  21  31    1270     -1  
  21  31    2724     -1  
  23  33    1594     -1  
  25  94    7162     -1  
  26  37    1862     -1  
  27  38    2108     -1  
  33  58    2010     1   
  34  48    1231     2   
  35  47    3318     3   
  39  51    1947     -1  
  42  51    1276     -1  
  42  92    5624     -1  
  43  54    2279     -1  
  47  51    716      -1  
  52  62    2079     2   
  52  67    1158     3   
  53  64    1246     -1  
  53  68    3064     -1  
  63  80    4648     1   
  64  76    1013     2   
  67  77    1626     -1  
  70  85    1594     3   
  73  88    1418     -1  
  76  94    2929     -1  
  77  86    678      2   
  78  93    2584     -1  
  78  94    2526     -1  
  86  93    648      1   
End
