NMec = 98629
T = 19
P = 7
Profits not ignored
Solution time = 5.029e-03
Best Profit = 26026
Terminal Cases = 339353
Task date  Profit    P
  0   9     1699     0   
  0   13    3502     1   
  1   10    1128     2   
  1   11    1373     3   
  1   15    2953     4   
  2   29    2020     5   
  3   18    1294     6   
  3   23    3369     -1  
  5   12    926      -1  
  5   25    2536     -1  
  6   13    1468     -1  
  9   26    4732     -1  
  10  26    1776     0   
  10  29    1926     -1  
  15  22    625      1   
  16  29    1719     2   
  18  25    1101     3   
  19  27    1021     4   
  22  29    803      6   
End
