NMec = 98629
T = 23
P = 6
Profits not ignored
Solution time = 2.306e-02
Best Profit = 26977
Terminal Cases = 2277774
Task date  Profit    P
  1   4     852      0   
  1   8     937      1   
  1   11    1831     2   
  1   11    1905     3   
  1   14    2710     4   
  3   21    3114     5   
  4   19    869      -1  
  4   28    3303     -1  
  6   9     736      0   
  7   23    3176     -1  
  8   18    784      -1  
  10  29    4059     0   
  10  35    3115     1   
  11  19    2129     -1  
  11  32    3657     -1  
  12  15    999      2   
  12  21    743      3   
  13  31    1749     -1  
  13  33    1889     -1  
  14  28    1398     -1  
  24  32    1854     2   
  26  35    769      3   
  28  37    1199     4   
End
