NMec = 98629
T = 19
P = 3
Profits not ignored
Solution time = 3.012e-04
Best Profit = 25605
Terminal Cases = 15880
Task date  Profit    P
  1   57    8673     0   
  1   59    4608     1   
  2   34    3852     2   
  3   19    3640     -1  
  6   23    3415     -1  
  7   29    2119     -1  
  7   44    6634     -1  
  10  43    3791     -1  
  17  22    561      -1  
  20  26    834      -1  
  24  29    1160     -1  
  29  42    2650     -1  
  30  45    1622     -1  
  35  54    4860     2   
  38  50    3023     -1  
  41  52    962      -1  
  41  52    2516     -1  
  41  55    2115     -1  
  41  59    2857     -1  
End
