NMec = 98629
T = 17
P = 7
Profits not ignored
Solution time = 8.850e-04
Best Profit = 26887
Terminal Cases = 96570
Task date  Profit    P
  0   10    1846     0   
  0   12    996      1   
  0   21    3217     2   
  0   22    2297     3   
  3   18    2778     4   
  3   23    2342     5   
  6   20    3789     6   
  7   9     551      -1  
  7   18    3426     -1  
  7   29    3149     -1  
  8   23    2928     -1  
  8   25    1747     -1  
  12  17    1612     0   
  12  25    1590     -1  
  18  29    2394     0   
  22  29    1154     1   
  24  29    594      2   
End
