NMec = 98629
T = 38
P = 7
Profits not ignored
Solution time = 6.419e+02
Best Profit = 46567
Terminal Cases = 56818554465
Task date  Profit    P
  0   13    1323     0   
  2   14    1103     1   
  2   25    3692     2   
  5   17    1188     3   
  6   10    956      4   
  6   15    1148     5   
  6   52    3363     6   
  7   17    1367     -1  
  8   53    8064     -1  
  9   14    689      -1  
  10  16    1502     -1  
  10  21    1996     -1  
  11  16    957      4   
  14  30    2003     0   
  15  21    1153     1   
  15  35    4582     -1  
  15  35    2332     -1  
  16  18    292      5   
  19  32    1187     3   
  19  34    3288     4   
  20  31    1084     5   
  20  37    1701     -1  
  20  41    1626     -1  
  21  33    1740     -1  
  22  33    1239     1   
  23  30    1451     -1  
  23  38    1762     -1  
  29  38    1018     2   
  30  42    1395     -1  
  30  52    2887     -1  
  33  50    3753     0   
  36  39    883      1   
  39  44    915      2   
  40  50    2886     1   
  46  48    284      2   
  46  49    515      3   
  47  52    472      4   
  47  54    687      5   
End
