NMec = 98629
T = 25
P = 8
Profits not ignored
Solution time = 1.085e-01
Best Profit = 42615
Terminal Cases = 11613406
Task date  Profit    P
  0   15    1341     0   
  0   16    2189     1   
  1   16    3132     2   
  1   17    3154     3   
  3   18    3833     4   
  3   24    2486     5   
  4   28    4450     6   
  5   12    1028     7   
  5   31    2465     -1  
  6   15    1130     -1  
  6   23    3364     -1  
  7   31    3886     -1  
  8   20    2210     -1  
  8   22    2909     -1  
  9   26    2590     -1  
  9   31    5040     -1  
  10  17    926      -1  
  14  31    4599     7   
  16  29    2195     0   
  17  27    2657     1   
  17  27    2904     2   
  18  27    1374     3   
  18  31    3376     -1  
  21  30    1976     4   
  25  28    913      5   
End
