NMec = 98629
T = 30
P = 3
Profits not ignored
Solution time = 5.653e-02
Best Profit = 55971
Terminal Cases = 7432165
Task date  Profit    P
  1   8     1931     0   
  1   97    15341    1   
  4   20    3331     2   
  5   10    1137     -1  
  6   14    1038     -1  
  10  90    21476    0   
  11  63    4878     -1  
  11  92    10514    -1  
  12  34    1207     -1  
  16  26    1548     -1  
  16  26    1488     -1  
  17  30    1222     -1  
  20  91    9300     -1  
  21  38    2789     2   
  24  40    2949     -1  
  28  41    1681     -1  
  30  71    10080    -1  
  33  63    4812     -1  
  34  49    1789     -1  
  34  57    1569     -1  
  35  40    1366     -1  
  35  53    1748     -1  
  48  54    1317     2   
  52  62    2341     -1  
  58  79    2331     2   
  70  80    2009     -1  
  75  91    1700     -1  
  81  82    243      2   
  81  99    3812     -1  
  85  93    1251     2   
End
