NMec = 98629
T = 33
P = 8
Profits not ignored
Solution time = 2.558e+01
Best Profit = 40773
Terminal Cases = 2926247086
Task date  Profit    P
  0   20    2370     0   
  1   18    1814     1   
  1   20    3274     2   
  1   41    4045     3   
  2   24    2296     4   
  3   4     479      5   
  5   18    3118     5   
  6   15    1559     6   
  8   16    1262     7   
  8   32    3775     -1  
  9   17    1742     -1  
  11  21    1943     -1  
  11  22    1929     -1  
  11  29    3911     -1  
  12  13    413      -1  
  12  14    678      -1  
  12  16    1241     -1  
  12  25    2415     -1  
  15  27    3409     -1  
  15  31    4562     -1  
  17  28    1400     6   
  17  37    2244     7   
  20  28    652      1   
  20  29    1432     5   
  22  29    1505     0   
  24  36    949      2   
  27  35    1452     4   
  27  40    2875     -1  
  28  40    1831     -1  
  29  39    1216     1   
  30  40    1126     0   
  34  40    658      5   
  34  41    784      6   
End
