NMec = 98629
T = 17
P = 5
Profits not ignored
Solution time = 5.192e-04
Best Profit = 19839
Terminal Cases = 52009
Task date  Profit    P
  0   17    977      0   
  1   13    2852     1   
  1   24    2862     2   
  2   7     853      3   
  2   13    1046     4   
  2   13    1112     -1  
  2   19    1691     -1  
  3   23    2978     -1  
  3   33    2856     -1  
  5   10    909      -1  
  7   10    710      -1  
  12  28    1799     3   
  14  29    1895     1   
  14  30    1121     4   
  17  33    3855     -1  
  19  29    1338     0   
  24  31    1429     -1  
End
