NMec = 98629
T = 39
P = 6
Profits not ignored
Solution time = 2.199e+02
Best Profit = 61825
Terminal Cases = 17672176014
Task date  Profit    P
  1   16    2071     0   
  1   64    5523     1   
  2   55    10115    2   
  2   60    7073     3   
  3   17    2887     4   
  3   64    15661    5   
  4   64    7295     -1  
  5   24    3152     -1  
  7   15    1091     -1  
  10  23    2694     -1  
  10  37    2701     -1  
  11  19    1177     -1  
  11  32    2406     -1  
  12  15    1063     -1  
  18  37    2838     0   
  19  51    3288     4   
  20  26    583      -1  
  21  33    762      -1  
  23  32    1108     -1  
  25  33    806      -1  
  27  45    2430     -1  
  28  33    836      -1  
  28  43    2823     -1  
  29  49    4746     -1  
  30  40    1805     -1  
  33  41    2118     -1  
  33  58    5659     -1  
  34  38    490      -1  
  34  46    1545     -1  
  37  54    1829     -1  
  38  58    2609     0   
  39  64    2234     -1  
  40  44    813      -1  
  41  54    2455     -1  
  45  55    2779     -1  
  50  59    1738     -1  
  54  56    879      4   
  55  63    543      -1  
  59  61    556      0   
End
