NMec = 98629
T = 22
P = 8
Profits not ignored
Solution time = 2.041e-02
Best Profit = 28202
Terminal Cases = 1917814
Task date  Profit    P
  0   11    2719     0   
  0   18    3268     1   
  1   7     770      2   
  2   15    1273     3   
  3   14    1246     4   
  3   22    2863     5   
  4   24    2370     6   
  5   9     906      7   
  5   28    4118     -1  
  7   25    2535     -1  
  7   28    1699     -1  
  8   15    1591     2   
  8   20    713      -1  
  8   27    1796     -1  
  8   27    1881     -1  
  9   23    2965     -1  
  11  13    241      7   
  11  23    1820     -1  
  11  29    2652     -1  
  14  21    1551     0   
  17  23    907      2   
  21  29    1357     1   
End
