NMec = 98629
T = 18
P = 3
Profits not ignored
Solution time = 2.269e-04
Best Profit = 32940
Terminal Cases = 17653
Task date  Profit    P
  0   12    2391     0   
  0   59    6583     1   
  1   58    15948    2   
  5   16    1125     -1  
  5   58    2863     -1  
  6   22    1463     -1  
  17  25    967      0   
  18  35    4098     -1  
  19  43    4561     -1  
  20  24    656      -1  
  22  34    1502     -1  
  27  59    3969     0   
  30  42    3245     -1  
  31  48    1270     -1  
  36  49    3828     -1  
  39  48    563      -1  
  43  49    1056     -1  
  47  54    989      -1  
End
