NMec = 98629
T = 21
P = 4
Profits not ignored
Solution time = 2.077e-03
Best Profit = 26273
Terminal Cases = 261616
Task date  Profit    P
  1   12    3005     0   
  4   42    4941     1   
  6   13    1122     2   
  6   17    1738     3   
  6   30    2004     -1  
  7   15    726      -1  
  7   19    1014     -1  
  7   21    2809     -1  
  7   25    1620     -1  
  8   16    1094     -1  
  9   17    1028     -1  
  11  20    1407     -1  
  13  20    1534     0   
  16  30    2746     2   
  18  22    877      3   
  24  48    5715     0   
  26  34    1782     3   
  27  32    974      -1  
  34  36    407      2   
  35  43    621      3   
  41  51    1591     2   
End
