NMec = 98629
T = 30
P = 8
Profits not ignored
Solution time = 4.670e+00
Best Profit = 36318
Terminal Cases = 566456352
Task date  Profit    P
  0   6     1772     0   
  0   7     906      1   
  0   19    2860     2   
  1   12    1337     3   
  1   17    1862     4   
  1   22    1932     5   
  3   7     1353     6   
  3   9     780      7   
  3   14    2387     -1  
  3   21    3287     -1  
  4   16    1340     -1  
  6   12    761      -1  
  6   15    1264     -1  
  6   31    3345     -1  
  9   35    4388     0   
  12  16    873      1   
  13  24    2244     3   
  13  33    3232     6   
  13  36    1746     7   
  14  20    669      -1  
  16  23    1885     -1  
  16  28    1859     -1  
  17  23    1161     1   
  18  21    733      4   
  19  24    1451     -1  
  19  27    2419     -1  
  24  31    1169     1   
  25  27    234      2   
  26  34    1787     3   
  33  36    387      1   
End
