NMec = 98629
T = 31
P = 1
Profits not ignored
Solution time = 1.718e-02
Best Profit = 36206
Terminal Cases = 1549152
Task date  Profit    P
  8   30    4737     0   
  26  33    1395     -1  
  27  42    2107     -1  
  31  39    1863     0   
  49  52    484      0   
  68  91    2717     0   
  79  95    3324     -1  
  90  96    788      -1  
  95  102   807      0   
  107 119   1193     0   
  108 118   3149     -1  
  114 130   1388     -1  
  116 123   800      -1  
  116 128   1525     -1  
  132 141   1366     0   
  135 138   952      -1  
  140 148   2016     -1  
  145 154   2865     0   
  146 235   14416    -1  
  162 182   4077     0   
  164 182   3983     -1  
  165 190   3879     -1  
  197 221   3073     0   
  217 231   1704     -1  
  230 245   1507     0   
  252 262   2172     0   
  252 272   2836     -1  
  267 284   1533     0   
  277 290   3097     -1  
  281 285   618      -1  
  296 303   734      0   
End
