NMec = 98629
T = 27
P = 4
Profits not ignored
Solution time = 5.766e-02
Best Profit = 45314
Terminal Cases = 6122988
Task date  Profit    P
  1   57    14685    0   
  5   17    1390     1   
  5   19    2465     2   
  10  23    1837     3   
  14  26    1651     -1  
  15  50    3541     -1  
  21  34    3597     1   
  26  31    946      2   
  29  43    3820     3   
  29  45    4215     -1  
  34  41    1084     2   
  34  50    2181     -1  
  34  63    6514     -1  
  37  44    1290     1   
  37  47    1748     -1  
  37  58    1433     -1  
  38  55    1290     -1  
  40  47    1375     -1  
  40  48    1363     -1  
  42  51    1096     2   
  43  52    1300     -1  
  45  54    2277     1   
  45  59    3991     3   
  56  61    643      1   
  58  66    959      0   
  59  67    942      2   
  65  66    340      1   
End
