NMec = 98629
T = 25
P = 5
Profits not ignored
Solution time = 1.834e-02
Best Profit = 34953
Terminal Cases = 1632462
Task date  Profit    P
  0   38    6461     0   
  1   26    4130     1   
  2   37    3879     2   
  2   49    9956     3   
  3   21    2376     4   
  4   12    1316     -1  
  5   21    3624     -1  
  6   38    2496     -1  
  8   21    2323     -1  
  8   25    1892     -1  
  11  13    515      -1  
  13  21    2113     -1  
  13  28    2177     -1  
  13  41    3472     -1  
  14  36    4662     -1  
  17  22    391      -1  
  20  30    2004     -1  
  21  30    1236     -1  
  21  43    1581     -1  
  23  27    452      4   
  26  36    1662     -1  
  30  49    2397     1   
  32  38    1626     4   
  33  41    1955     -1  
  36  49    1645     -1  
End
