NMec = 98629
T = 19
P = 8
Profits not ignored
Solution time = 3.334e-03
Best Profit = 22943
Terminal Cases = 310921
Task date  Profit    P
  2   17    2009     0   
  3   12    1908     1   
  4   15    3435     2   
  5   27    2238     3   
  6   21    1933     4   
  7   26    2560     5   
  7   26    1886     6   
  8   14    711      7   
  8   19    1762     -1  
  8   20    2380     -1  
  8   23    2479     -1  
  8   26    2441     -1  
  9   17    938      -1  
  11  23    2631     -1  
  11  27    2309     -1  
  14  19    990      1   
  16  22    807      2   
  16  29    982      7   
  21  29    828      0   
End
