NMec = 98629
T = 14
P = 7
Profits not ignored
Solution time = 2.365e-04
Best Profit = 24928
Terminal Cases = 15314
Task date  Profit    P
  0   11    2889     0   
  1   20    1679     1   
  2   3     378      2   
  3   12    1138     3   
  3   14    1436     4   
  4   22    3925     2   
  5   26    3593     5   
  7   27    1769     6   
  8   25    3637     -1  
  10  25    2454     -1  
  13  20    1572     0   
  19  29    2336     3   
  19  29    1034     4   
  20  27    1570     -1  
End
